ontology_id,ontology,mondo_id
D006831,MESH,0004585
405235009,SCTID,0004585
657,ICD9,0004585
0001561,HP,0004585
86203003,SCTID,0004585
157052008,SCTID,0004585
199645005,SCTID,0004585
657.0,ICD9,0004585
156188008,SCTID,0004585
267261001,SCTID,0004585
199650004,SCTID,0004585
657.00,ICD9,0004585
O40,ICD10,0004585
8488,DOID,0004585
199644009,SCTID,0004585
199648007,SCTID,0004585
C0994344,UMLS,0004586
155621007,SCTID,0004586
201794001,SCTID,0004586
201813004,SCTID,0004586
256197,COHD,0004586
196132006,SCTID,0004586
398726004,SCTID,0004586
714.81,ICD9,0004586
849,DOID,0004586
111280008,SCTID,0004586
193688005,SCTID,0004587
8498,DOID,0004587
H53.63,ICD10,0004587
193689002,SCTID,0004587
368.61,ICD9,0004587
193687000,SCTID,0004587
89208008,SCTID,0004587
155144006,SCTID,0004588
D009755,MESH,0004588
75390007,SCTID,0004588
H53.6,ICD10,0004588
374037,COHD,0004588
368.6,ICD9,0004588
193693008,SCTID,0004588
C34850,NCIT,0004588
65194006,SCTID,0004588
C0028077,UMLS,0004588
193686009,SCTID,0004588
H53.60,ICD10,0004588
368.69,ICD9,0004588
8499,DOID,0004588
368.60,ICD9,0004588
694.3,ICD9,0004591
65539006,SCTID,0004591
C1314968,UMLS,0004591
8503,DOID,0004591
1000715,EFO,0004591
L40.1,ICD10,0004591
684,ICD9,0004592
48277006,SCTID,0004592
1000714,EFO,0004592
C99088,NCIT,0004592
L01.0,ICD10,0004592
200710001,SCTID,0004592
C0021099,UMLS,0004592
L01,ICD10,0004592
L01.00,ICD10,0004592
D007169,MESH,0004592
156319000,SCTID,0004592
267836006,SCTID,0004592
8504,DOID,0004592
140480,COHD,0004592
616.2,ICD9,0004593
N75.0,ICD10,0004593
259865,COHD,0004593
57044006,SCTID,0004593
C0004767,UMLS,0004593
851,DOID,0004593
155982004,SCTID,0004593
27978000,SCTID,0004593
200326003,SCTID,0004594
200321008,SCTID,0004594
8512,DOID,0004594
673,ICD9,0004594
156273009,SCTID,0004594
50286006,SCTID,0004594
673.80,ICD9,0004594
237341004,SCTID,0004594
200320009,SCTID,0004594
200284000,SCTID,0004594
C0157540,UMLS,0004594
O88.21,ICD10,0004594
673.81,ICD9,0004594
O88.23,ICD10,0004594
8514,DOID,0004595
155324005,SCTID,0004595
194880009,SCTID,0004595
C0155671,UMLS,0004595
194884000,SCTID,0004595
67189007,SCTID,0004595
415,ICD9,0004595
155329000,SCTID,0004596
274096000,SCTID,0004596
8515,DOID,0004596
286952009,SCTID,0004596
266294009,SCTID,0004596
I27.9,ICD10,0004596
194879006,SCTID,0004596
C0034072,UMLS,0004596
4307356,COHD,0004596
155323004,SCTID,0004596
D011660,MESH,0004596
83291003,SCTID,0004596
I27.81,ICD10,0004596
D054060,MESH,0004597
1001000119102,SCTID,0004597
C0034074,UMLS,0004597
415.1,ICD9,0004597
8516,DOID,0004597
C50714,NCIT,0004597
C0034066,UMLS,0004597
415.19,ICD9,0004597
64662007,SCTID,0004597
1001408,EFO,0004597
I26.09,ICD10,0004598
49584005,SCTID,0004598
194881008,SCTID,0004598
415.0,ICD9,0004598
312927,COHD,0004598
155325006,SCTID,0004598
C0155672,UMLS,0004598
8517,DOID,0004598
305.43,ICD9,0004599
C0154529,UMLS,0004599
231462006,SCTID,0004599
8519,DOID,0004599
321526,COHD,0004600
206.80,ICD9,0004600
C93.Z,ICD10,0004600
206.91,ICD9,0004600
206.81,ICD9,0004600
188744006,SCTID,0004600
190062007,SCTID,0004600
C93.Z0,ICD10,0004600
188749001,SCTID,0004600
206.90,ICD9,0004600
188747004,SCTID,0004600
190160002,SCTID,0004600
206.8,ICD9,0004600
8527,DOID,0004600
C0153903,UMLS,0004600
8529,DOID,0004601
0007068,EFO,0004601
707.13,ICD9,0004601
419193008,SCTID,0004601
9651/3,ICDO,0004604
128799007,SCTID,0004604
118607005,SCTID,0004604
LRCHL,ONCOTREE,0004604
C81.4,ICD10,0004604
8543,DOID,0004604
59668005,SCTID,0004604
188563009,SCTID,0004604
189988001,SCTID,0004604
201.4,ICD9,0004604
188553001,SCTID,0004604
C6913,NCIT,0004604
156423009,SCTID,0004605
707.9,ICD9,0004605
19429009,SCTID,0004605
707.8,ICD9,0004605
201259007,SCTID,0004605
0007066,EFO,0004605
8549,DOID,0004605
134441,COHD,0004605
C0157738,UMLS,0004605
707,ICD9,0004605
156426001,SCTID,0004605
L98.4,ICD10,0004605
C10.0,ICD10,0004607
146.3,ICD9,0004607
94132005,SCTID,0004607
363395000,SCTID,0004607
8556,DOID,0004607
C0153386,UMLS,0004607
8557,DOID,0004608
146,ICD9,0004608
373653002,SCTID,0004608
0009358,GARD,0004608
C2349952,UMLS,0004608
93971002,SCTID,0004608
C3165521,UMLS,0004608
C0153388,UMLS,0004608
146.5,ICD9,0004608
C10.2,ICD10,0004608
363392002,SCTID,0004608
C10.3,ICD10,0004608
C10.9,ICD10,0004608
187688008,SCTID,0004608
187691008,SCTID,0004608
146.6,ICD9,0004608
C7398,NCIT,0004608
1001931,EFO,0004608
C10.8,ICD10,0004608
C0153382,UMLS,0004608
D009959,MESH,0004608
146.7,ICD9,0004608
C0153390,UMLS,0004608
448868009,SCTID,0004608
146.9,ICD9,0004608
C10,ICD10,0004608
C0153389,UMLS,0004608
93933005,SCTID,0004608
187686007,SCTID,0004608
444429,COHD,0004609
C0019348,UMLS,0004609
B00.9,ICD10,0004609
054,ICD9,0004609
1002022,EFO,0004609
8566,DOID,0004609
154332007,SCTID,0004609
88594005,SCTID,0004609
058.89,ICD9,0004609
D006561,MESH,0004609
186534002,SCTID,0004609
266191005,SCTID,0004609
B00,ICD10,0004609
8578,DOID,0004611
C05.1,ICD10,0004611
C0153376,UMLS,0004611
94049001,SCTID,0004611
145.3,ICD9,0004611
C3529,NCIT,0004611
363388009,SCTID,0004611
2570,DOID,0004612
8139000,SCTID,0004612
188690006,SCTID,0004612
8580,DOID,0004612
128920006,SCTID,0004612
127070008,SCTID,0004612
C0019623,UMLS,0004612
4041104,COHD,0004612
C7202,NCIT,0004612
134179007,SCTID,0004612
1001499,EFO,0004612
66855003,SCTID,0004612
188643009,SCTID,0004612
C96.1,ICD10,0004612
9750/3,ICDO,0004612
D015620,MESH,0004612
277648007,SCTID,0004612
118612006,SCTID,0004612
C96.A,ICD10,0004612
C0019613,UMLS,0004612
202.3,ICD9,0004612
557.0,ICD9,0004613
201894,COHD,0004613
C34356,NCIT,0004613
91489000,SCTID,0004613
C0001363,UMLS,0004613
196998009,SCTID,0004613
197004007,SCTID,0004613
8590,DOID,0004613
206.1,ICD9,0004614
154595006,SCTID,0004614
136056,COHD,0004614
206.10,ICD9,0004614
C34774,NCIT,0004614
37810007,SCTID,0004614
92816008,SCTID,0004614
C0023466,UMLS,0004614
8593,DOID,0004614
C93.1,ICD10,0004614
46236001,SCTID,0004614
190060004,SCTID,0004614
206.11,ICD9,0004614
188745007,SCTID,0004614
8601,DOID,0004615
94114005,SCTID,0004615
363383000,SCTID,0004615
C0153365,UMLS,0004615
143.0,ICD9,0004615
C03.0,ICD10,0004615
C128402,NCIT,0004616
8607,DOID,0004616
054.6,ICD9,0004616
43891009,SCTID,0004616
76034,COHD,0004616
C0153042,UMLS,0004616
426451004,SCTID,0004617
G47.13,ICD10,0004617
C0751226,UMLS,0004617
327.13,ICD9,0004617
8619,DOID,0004617
D006970,MESH,0004617
C0154701,UMLS,0004618
192968004,SCTID,0004618
344.2,ICD9,0004618
54099005,SCTID,0004618
G83.0,ICD10,0004618
862,DOID,0004618
154338006,SCTID,0004619
C0025007,UMLS,0004619
D008457,MESH,0004619
14189004,SCTID,0004619
B05,ICD10,0004619
055,ICD9,0004619
1002025,EFO,0004619
0003434,GARD,0004619
8622,DOID,0004619
C96406,NCIT,0004619
B05.9,ICD10,0004619
C81.3,ICD10,0004620
4041798,COHD,0004620
112687003,SCTID,0004620
LDCHL,ONCOTREE,0004620
134177009,SCTID,0004620
201.7,ICD9,0004620
118610003,SCTID,0004620
8628,DOID,0004620
C0152267,UMLS,0004620
188594009,SCTID,0004620
C9125,NCIT,0004620
C0279540,UMLS,0004620
C9283,NCIT,0004620
188584004,SCTID,0004620
93837005,SCTID,0004621
94137004,SCTID,0004621
187600004,SCTID,0004621
C00.3,ICD10,0004621
187601000,SCTID,0004621
187611007,SCTID,0004621
187606005,SCTID,0004621
187607001,SCTID,0004621
140.3,ICD9,0004621
C0474962,UMLS,0004621
140.0,ICD9,0004621
C00.0,ICD10,0004621
187610008,SCTID,0004621
363372009,SCTID,0004621
8630,DOID,0004621
187602007,SCTID,0004621
C0432579,UMLS,0004621
187609003,SCTID,0004621
8633,DOID,0004622
C0311262,UMLS,0004622
241154007,SCTID,0004622
266448009,SCTID,0004622
197008005,SCTID,0004622
111354009,SCTID,0004622
197005008,SCTID,0004622
557.1,ICD9,0004622
C35177,NCIT,0004624
94129007,SCTID,0004624
8635,DOID,0004624
C0153377,UMLS,0004624
C05.2,ICD10,0004624
145.4,ICD9,0004624
363389001,SCTID,0004624
195432009,SCTID,0004625
61599003,SCTID,0004625
C38003,NCIT,0004625
1001395,EFO,0004625
C0031542,UMLS,0004625
I80,ICD10,0004625
D010689,MESH,0004625
864,DOID,0004625
8642,DOID,0004626
C26956,NCIT,0004626
72007001,SCTID,0004627
535.60,ICD9,0004627
155715004,SCTID,0004627
535.6,ICD9,0004627
433516,COHD,0004627
K29.8,ICD10,0004627
D004382,MESH,0004627
C0013298,UMLS,0004627
C94409,NCIT,0004627
8643,DOID,0004627
C0267166,UMLS,0004628
196737009,SCTID,0004628
C0029800,UMLS,0004628
535.4,ICD9,0004628
8644,DOID,0004628
196731005,SCTID,0004628
535.50,ICD9,0004628
196742001,SCTID,0004628
8645,DOID,0004629
379779,COHD,0004629
191513006,SCTID,0004629
293.1,ICD9,0004629
C0154333,UMLS,0004629
191507002,SCTID,0004629
293.89,ICD9,0004630
8646,DOID,0004630
C0154334,UMLS,0004630
C0153356,UMLS,0004631
141.3,ICD9,0004631
C0153350,UMLS,0004631
C02.4,ICD10,0004631
C0153351,UMLS,0004631
141.5,ICD9,0004631
141.0,ICD9,0004631
141.1,ICD9,0004631
187636001,SCTID,0004631
94101009,SCTID,0004631
187642002,SCTID,0004631
C0153349,UMLS,0004631
C02.0,ICD10,0004631
C0684333,UMLS,0004631
187646004,SCTID,0004631
371974006,SCTID,0004631
C0496755,UMLS,0004631
141.9,ICD9,0004631
C3524,NCIT,0004631
440655,COHD,0004631
93773005,SCTID,0004631
141,ICD9,0004631
94134006,SCTID,0004631
93687001,SCTID,0004631
D014062,MESH,0004631
363376007,SCTID,0004631
0007779,GARD,0004631
C02.2,ICD10,0004631
C9345,NCIT,0004631
363360003,SCTID,0004631
C01,ICD10,0004631
187638000,SCTID,0004631
187644001,SCTID,0004631
93848003,SCTID,0004631
187637005,SCTID,0004631
141.2,ICD9,0004631
141.4,ICD9,0004631
C02.1,ICD10,0004631
187632004,SCTID,0004631
93868009,SCTID,0004631
8649,DOID,0004631
187633009,SCTID,0004631
363377003,SCTID,0004631
363375006,SCTID,0004631
141.6,ICD9,0004631
C0474963,UMLS,0004631
94100005,SCTID,0004631
C02.9,ICD10,0004631
188574000,SCTID,0004632
46923007,SCTID,0004632
201.6,ICD9,0004632
59668005,SCTID,0004632
188521005,SCTID,0004632
C0152266,UMLS,0004632
C7702,NCIT,0004632
201.7,ICD9,0004632
188583005,SCTID,0004632
C0152267,UMLS,0004632
201.4,ICD9,0004632
188543002,SCTID,0004632
188605006,SCTID,0004632
C0019829,UMLS,0004632
189987006,SCTID,0004632
269509006,SCTID,0004632
188522003,SCTID,0004632
4041797,COHD,0004632
128799007,SCTID,0004632
74189002,SCTID,0004632
C81.4,ICD10,0004632
9661/3,ICDO,0004632
14537002,SCTID,0004632
154582001,SCTID,0004632
C81.9,ICD10,0004632
118602004,SCTID,0004632
189992008,SCTID,0004632
41529000,SCTID,0004632
188553001,SCTID,0004632
52337003,SCTID,0004632
70600005,SCTID,0004632
201.0,ICD9,0004632
188542007,SCTID,0004632
C6914,NCIT,0004632
188552006,SCTID,0004632
8651,DOID,0004632
309831004,SCTID,0004632
189988001,SCTID,0004632
C0334626,UMLS,0004632
188594009,SCTID,0004632
C9283,NCIT,0004632
201.1,ICD9,0004632
C81.2,ICD10,0004632
C81,ICD10,0004632
C81.3,ICD10,0004632
C0220597,UMLS,0004632
188532005,SCTID,0004632
112687003,SCTID,0004632
118606001,SCTID,0004632
188596006,SCTID,0004632
134177009,SCTID,0004632
C81.0,ICD10,0004632
188533000,SCTID,0004632
201.2,ICD9,0004632
118599009,SCTID,0004632
201,ICD9,0004632
118605002,SCTID,0004632
189991001,SCTID,0004632
188563009,SCTID,0004632
188595005,SCTID,0004632
201.9,ICD9,0004632
188584004,SCTID,0004632
C3517,NCIT,0004633
188574000,SCTID,0004633
201.6,ICD9,0004633
9652/3,ICDO,0004633
C0152266,UMLS,0004633
118609008,SCTID,0004633
188583005,SCTID,0004633
4038843,COHD,0004633
41529000,SCTID,0004633
8654,DOID,0004633
C81.2,ICD10,0004633
MCCHL,ONCOTREE,0004633
90507008,SCTID,0004634
453,ICD9,0004634
195435006,SCTID,0004634
C0235522,UMLS,0004634
C0155774,UMLS,0004634
I82,ICD10,0004634
866,DOID,0004634
148.0,ICD9,0004635
C13.0,ICD10,0004635
363400004,SCTID,0004635
C0496769,UMLS,0004635
93967000,SCTID,0004635
C9323,NCIT,0004635
8660,DOID,0004635
8661,DOID,0004636
D00.0,ICD10,0004636
189210009,SCTID,0004636
271325000,SCTID,0004636
C4588,NCIT,0004636
230.0,ICD9,0004636
C4316815,UMLS,0004636
C0154058,UMLS,0004636
C0347082,UMLS,0004636
189213006,SCTID,0004636
92643000,SCTID,0004636
93829002,SCTID,0004637
187708004,SCTID,0004637
148.2,ICD9,0004637
C0153401,UMLS,0004637
C13.1,ICD10,0004637
8663,DOID,0004637
188497004,SCTID,0004638
C0079741,UMLS,0004638
200.1,ICD9,0004638
C3458,NCIT,0004638
8675,DOID,0004638
C0079740,UMLS,0004638
200.7,ICD9,0004638
40152000,SCTID,0004638
188488003,SCTID,0004638
200.10,ICD9,0004638
154579006,SCTID,0004638
189983005,SCTID,0004638
C0079734,UMLS,0004638
200662,COHD,0004638
189982000,SCTID,0004638
C3210,NCIT,0004638
C3462,NCIT,0004638
109964000,SCTID,0004638
C3714542,UMLS,0004638
63086004,SCTID,0004638
118604003,SCTID,0004638
134176000,SCTID,0004638
190012002,SCTID,0004638
C3463,NCIT,0004638
188675007,SCTID,0004638
189965002,SCTID,0004638
C0079747,UMLS,0004638
C0079757,UMLS,0004638
189964003,SCTID,0004638
269628007,SCTID,0004638
1929004,SCTID,0004638
C3459,NCIT,0004638
154583006,SCTID,0004638
C26919,NCIT,0004638
C0024306,UMLS,0004638
188676008,SCTID,0004638
67824002,SCTID,0004638
C0024304,UMLS,0004638
154580009,SCTID,0004638
C85.9,ICD10,0004638
189986002,SCTID,0004638
0006946,GARD,0004638
190168009,SCTID,0004638
271385002,SCTID,0004638
188498009,SCTID,0004638
C85.0,ICD10,0004638
200.0,ICD9,0004638
188508003,SCTID,0004638
128929007,SCTID,0004638
51180003,SCTID,0004639
0009767,GARD,0004639
8677,DOID,0004639
397729009,SCTID,0004639
535.30,ICD9,0004640
8680,DOID,0004640
155714000,SCTID,0004640
535.3,ICD9,0004640
C0156076,UMLS,0004640
195300,COHD,0004640
2043009,SCTID,0004640
C26977,NCIT,0004640
K29.2,ICD10,0004640
D04.7,ICD10,0004641
190181002,SCTID,0004641
232.5,ICD9,0004641
189290005,SCTID,0004641
C0154078,UMLS,0004641
232.7,ICD9,0004641
138996,COHD,0004641
C0154080,UMLS,0004641
189334002,SCTID,0004641
C0154081,UMLS,0004641
92735004,SCTID,0004641
D04.3,ICD10,0004641
232.0,ICD9,0004641
232.6,ICD9,0004641
232.3,ICD9,0004641
232.8,ICD9,0004641
C0154073,UMLS,0004641
8687,DOID,0004641
190179004,SCTID,0004641
D04.9,ICD10,0004641
C0154079,UMLS,0004641
232.9,ICD9,0004641
189295000,SCTID,0004641
C3640,NCIT,0004641
92734000,SCTID,0004641
232.4,ICD9,0004641
189282005,SCTID,0004641
C0347139,UMLS,0004641
D04.4,ICD10,0004641
232,ICD9,0004641
189291009,SCTID,0004641
255144005,SCTID,0004641
92749008,SCTID,0004641
189294001,SCTID,0004641
D04.0,ICD10,0004641
92747005,SCTID,0004641
232.2,ICD9,0004641
C0154074,UMLS,0004641
189278008,SCTID,0004641
D04.6,ICD10,0004641
C0154077,UMLS,0004641
189276007,SCTID,0004641
D04.2,ICD10,0004641
D04,ICD10,0004641
187675005,SCTID,0004642
146.2,ICD9,0004642
187676006,SCTID,0004642
8688,DOID,0004642
187679004,SCTID,0004642
C09.1,ICD10,0004642
94103007,SCTID,0004642
C0153385,UMLS,0004642
C3172,NCIT,0004643
128934006,SCTID,0004643
D007951,MESH,0004643
140666,COHD,0004643
C92,ICD10,0004643
0008226,GARD,0004643
154587007,SCTID,0004643
188732008,SCTID,0004643
8692,DOID,0004643
324170002,SCTID,0004643
205.80,ICD9,0004643
C92.90,ICD10,0004643
205.90,ICD9,0004643
188743000,SCTID,0004643
205.9,ICD9,0004643
9860/3,ICDO,0004643
C92.9,ICD10,0004643
190047005,SCTID,0004643
C0023470,UMLS,0004643
269631008,SCTID,0004643
37810007,SCTID,0004643
94717009,SCTID,0004643
205,ICD9,0004643
12834001,SCTID,0004644
206.2,ICD9,0004644
206.20,ICD9,0004644
188746008,SCTID,0004644
154596007,SCTID,0004644
C0152275,UMLS,0004644
95276000,SCTID,0004644
8696,DOID,0004644
313430,COHD,0004644
190059009,SCTID,0004644
C06.0,ICD10,0004645
145.0,ICD9,0004645
8702,DOID,0004645
C9320,NCIT,0004645
93735006,SCTID,0004645
363386008,SCTID,0004645
C0153373,UMLS,0004645
L89,ICD10,0004646
135333,COHD,0004646
L89.9,ICD10,0004646
707.0,ICD9,0004646
707.00,ICD9,0004646
418172001,SCTID,0004646
399912005,SCTID,0004646
400192002,SCTID,0004646
C0011127,UMLS,0004646
156424003,SCTID,0004646
8717,DOID,0004646
28103007,SCTID,0004646
165258002,SCTID,0004646
90144002,SCTID,0004646
420226006,SCTID,0004646
D003668,MESH,0004646
0007067,EFO,0004646
142668003,SCTID,0004646
201248003,SCTID,0004646
154640008,SCTID,0004647
154635000,SCTID,0004647
234.9,ICD9,0004647
433435,COHD,0004647
189548003,SCTID,0004647
8010/2,ICDO,0004647
68956006,SCTID,0004647
189208007,SCTID,0004647
230-234.99,ICD9,0004647
C0007099,UMLS,0004647
189359006,SCTID,0004647
271528002,SCTID,0004647
C2917,NCIT,0004647
234.8,ICD9,0004647
C0851135,UMLS,0004647
8719,DOID,0004647
109355002,SCTID,0004647
399919001,SCTID,0004647
D002278,MESH,0004647
D09.9,ICD10,0004647
D015140,MESH,0004648
192171006,SCTID,0004648
192165000,SCTID,0004648
290.4,ICD9,0004648
C0011263,UMLS,0004648
C0011269,UMLS,0004648
191462009,SCTID,0004648
192167008,SCTID,0004648
429998004,SCTID,0004648
268613002,SCTID,0004648
0004718,EFO,0004648
F01.5,ICD10,0004648
8725,DOID,0004648
C34525,NCIT,0004648
154850006,SCTID,0004648
F01,ICD10,0004648
C1443976,UMLS,0004649
409664000,SCTID,0004649
482.89,ICD9,0004649
C0375327,UMLS,0004649
873,DOID,0004649
482.81,ICD9,0004649
194.5,ICD9,0004650
40487047,COHD,0004650
447883002,SCTID,0004650
188342008,SCTID,0004650
C3574,NCIT,0004650
93740003,SCTID,0004650
8731,DOID,0004650
16822006,SCTID,0004650
C0153656,UMLS,0004650
C75.4,ICD10,0004650
B03,ICD10,0004651
050.9,ICD9,0004651
050,ICD9,0004651
154344005,SCTID,0004651
67924001,SCTID,0004651
C35027,NCIT,0004651
186505008,SCTID,0004651
0007444,GARD,0004651
D012899,MESH,0004651
8736,DOID,0004651
266193008,SCTID,0004651
C0037354,UMLS,0004651
53084003,SCTID,0004652
C26704,NCIT,0004652
C0004626,UMLS,0004652
482.89,ICD9,0004652
482.9,ICD9,0004652
874,DOID,0004652
195891009,SCTID,0004652
155553007,SCTID,0004652
D018410,MESH,0004652
1001272,EFO,0004652
257315,COHD,0004652
J15.9,ICD10,0004652
195892002,SCTID,0004652
8747,DOID,0004653
277589003,SCTID,0004653
135499,COHD,0004653
9876/3,ICDO,0004653
95278004,SCTID,0004653
C0153889,UMLS,0004653
C3519,NCIT,0004653
C85051,NCIT,0004656
056,ICD9,0004656
B06,ICD10,0004656
C0035920,UMLS,0004656
0004742,GARD,0004656
1002026,EFO,0004656
154343004,SCTID,0004656
8781,DOID,0004656
36653000,SCTID,0004656
B06.9,ICD10,0004656
D012409,MESH,0004656
266192003,SCTID,0004656
78769001,SCTID,0004657
H30.1,ICD10,0004657
H30.10,ICD10,0004657
363.1,ICD9,0004657
8787,DOID,0004657
C0154879,UMLS,0004657
433762,COHD,0004657
193441002,SCTID,0004657
193447003,SCTID,0004657
363.10,ICD9,0004657
8791,DOID,0004658
154636004,SCTID,0004658
189336000,SCTID,0004658
C3641,NCIT,0004658
D05,ICD10,0004658
D05.9,ICD10,0004658
233.0,ICD9,0004658
C0154084,UMLS,0004658
81250,COHD,0004658
D09.2,ICD10,0004659
234.0,ICD9,0004659
92590009,SCTID,0004659
373732,COHD,0004659
C0154094,UMLS,0004659
8792,DOID,0004659
C27467,NCIT,0004660
8800,DOID,0004660
C0154071,UMLS,0004660
189268005,SCTID,0004660
189262006,SCTID,0004660
92649001,SCTID,0004660
C0685053,UMLS,0004660
231.2,ICD9,0004660
D02.2,ICD10,0004660
C0154070,UMLS,0004661
92772005,SCTID,0004661
231.1,ICD9,0004661
D02.1,ICD10,0004661
439772,COHD,0004661
8802,DOID,0004661
C3639,NCIT,0004661
B66.8,ICD10,0004662
C128389,NCIT,0004662
121.6,ICD9,0004662
187126008,SCTID,0004662
22905009,SCTID,0004662
882,DOID,0004662
C0152071,UMLS,0004662
D01.0,ICD10,0004663
75512,COHD,0004663
189230008,SCTID,0004663
C0154061,UMLS,0004663
8826,DOID,0004663
C3638,NCIT,0004663
230.3,ICD9,0004663
92568009,SCTID,0004663
C0018889,UMLS,0004664
D006373,MESH,0004664
B65-B83,ICD10,0004664
120-129.99,ICD9,0004664
883,DOID,0004664
266219000,SCTID,0004664
B83.9,ICD10,0004664
B65.B83,ICD10,0004664
128.9,ICD9,0004664
0006578,GARD,0004664
1001342,EFO,0004664
187189004,SCTID,0004664
27601005,SCTID,0004664
C84751,NCIT,0004664
187518006,SCTID,0004664
441793,COHD,0004664
187542005,SCTID,0004664
154410004,SCTID,0004664
128.8,ICD9,0004664
4038842,COHD,0004665
188573006,SCTID,0004665
201.5,ICD9,0004665
C3518,NCIT,0004665
NSCHL,ONCOTREE,0004665
188564003,SCTID,0004665
C0152268,UMLS,0004665
C81.1,ICD10,0004665
134178004,SCTID,0004665
52248008,SCTID,0004665
8838,DOID,0004665
0004708,EFO,0004665
118608000,SCTID,0004665
9663/3,ICDO,0004665
B66.8,ICD10,0004666
D014201,MESH,0004666
37832003,SCTID,0004666
121.5,ICD9,0004666
0009745,GARD,0004666
C128390,NCIT,0004666
C0025530,UMLS,0004666
884,DOID,0004666
C3527,NCIT,0004667
C0153361,UMLS,0004667
94076001,SCTID,0004667
142.2,ICD9,0004667
363381003,SCTID,0004667
C08.1,ICD10,0004667
8849,DOID,0004667
187125007,SCTID,0004668
121.3,ICD9,0004668
0006428,GARD,0004668
C128387,NCIT,0004668
82308007,SCTID,0004668
1001324,EFO,0004668
C1331532,UMLS,0004668
B66.3,ICD10,0004668
111922007,SCTID,0004668
D005211,MESH,0004668
C0015652,UMLS,0004668
885,DOID,0004668
142.8,ICD9,0004669
255072001,SCTID,0004669
C0153362,UMLS,0004669
8850,DOID,0004669
4181333,COHD,0004669
C3811,NCIT,0004669
187648003,SCTID,0004669
D012468,MESH,0004669
C08,ICD10,0004669
L93,ICD10,0004670
200936003,SCTID,0004670
8857,DOID,0004670
C27153,NCIT,0004670
695.4,ICD9,0004670
C0409974,UMLS,0004670
200944003,SCTID,0004670
255891,COHD,0004670
L93.0,ICD10,0004670
255104003,SCTID,0004671
8080/2,ICDO,0004671
189208007,SCTID,0004671
398831006,SCTID,0004671
255105002,SCTID,0004671
193162,COHD,0004671
8872,DOID,0004671
C27790,NCIT,0004671
92679008,SCTID,0004671
400092004,SCTID,0004671
D07.4,ICD10,0004671
233.5,ICD9,0004671
C0154089,UMLS,0004671
D00-D09,ICD10,0004671
18348002,SCTID,0004671
255147003,SCTID,0004671
D014201,MESH,0004672
C128388,NCIT,0004672
54266002,SCTID,0004672
B66.5,ICD10,0004672
888,DOID,0004672
C0015656,UMLS,0004672
121.4,ICD9,0004672
C00.1,ICD10,0004673
187603002,SCTID,0004673
94136008,SCTID,0004673
140.1,ICD9,0004673
8883,DOID,0004673
C0432520,UMLS,0004673
187605009,SCTID,0004673
363373004,SCTID,0004673
434033,COHD,0004674
46627006,SCTID,0004674
C0008513,UMLS,0004674
0012424,HP,0004674
H30,ICD10,0004674
363.20,ICD9,0004674
H30.9,ICD10,0004674
193432007,SCTID,0004674
C110923,NCIT,0004674
270531006,SCTID,0004674
D002825,MESH,0004674
0006060,GARD,0004674
8886,DOID,0004674
890,DOID,0004675
447292006,SCTID,0004675
D017237,MESH,0004675
C0162666,UMLS,0004675
277.87,ICD9,0004675
111.1,ICD9,0004677
186289000,SCTID,0004677
187000000,SCTID,0004677
184346000,SCTID,0004677
1022006,SCTID,0004677
8912,DOID,0004677
185367005,SCTID,0004677
C0152067,UMLS,0004677
183342005,SCTID,0004677
B36.1,ICD10,0004677
134865,COHD,0004677
266153005,SCTID,0004677
110,ICD9,0004678
154394006,SCTID,0004678
C26745,NCIT,0004678
135473,COHD,0004678
110.9,ICD9,0004678
186998006,SCTID,0004678
186984003,SCTID,0004678
110.8,ICD9,0004678
C0011636,UMLS,0004678
187474000,SCTID,0004678
8913,DOID,0004678
47382004,SCTID,0004678
266214005,SCTID,0004678
B35.9,ICD10,0004678
B35,ICD10,0004678
C0156385,UMLS,0004679
C3663,NCIT,0004679
N89.4,ICD10,0004679
194703,COHD,0004679
623.1,ICD9,0004679
111420009,SCTID,0004679
8920,DOID,0004679
287.30,ICD9,0004680
C0477317,UMLS,0004680
D69.4,ICD10,0004680
D69.49,ICD10,0004680
441264,COHD,0004680
C0701157,UMLS,0004680
191435001,SCTID,0004680
8925,DOID,0004680
287.3,ICD9,0004680
287.39,ICD9,0004680
267534000,SCTID,0004680
F81.9,ICD10,0004681
389991004,SCTID,0004681
CN229495,UMLS,0004681
D007859,MESH,0004681
154973004,SCTID,0004681
8927,DOID,0004681
247576004,SCTID,0004681
C0751265,UMLS,0004681
315.2,ICD9,0004681
C89334,NCIT,0004681
154974005,SCTID,0004681
192531005,SCTID,0004681
367332004,SCTID,0004681
C0023186,UMLS,0004681
1855002,SCTID,0004681
363391009,SCTID,0004682
C0153379,UMLS,0004682
8930,DOID,0004682
93989001,SCTID,0004682
C06.2,ICD10,0004682
145.6,ICD9,0004682
C4680,NCIT,0004684
13370002,SCTID,0004684
M72.2,ICD10,0004684
1000481,EFO,0004684
8936,DOID,0004684
240032001,SCTID,0004684
728.71,ICD9,0004684
C14.2,ICD10,0004685
149.1,ICD9,0004685
C0153406,UMLS,0004685
8937,DOID,0004685
187716008,SCTID,0004685
94144008,SCTID,0004685
8943,DOID,0004686
C537935,MESH,0004686
277.39,ICD9,0004686
357.4,ICD9,0004686
0001149,HP,0004686
C0155127,UMLS,0004686
1192004,SCTID,0004686
390720006,SCTID,0004687
362.06,ICD9,0004687
