ontology_id,ontology,mondo_id
0000408,EFO,0000001
377788,Orphanet,0000001
C0012634,UMLS,0000001
0000031,OGMS,0000001
64572001,SCTID,0000001
4,DOID,0000001
D004194,MESH,0000001
C2991,NCIT,0000001
799.9,ICD9,0000001
0000002,DC,0000003
154707007,SCTID,0000004
D000309,MESH,0000004
255.41,ICD9,0000004
68588005,SCTID,0000004
C0001623,UMLS,0000004
267398003,SCTID,0000004
190527008,SCTID,0000004
267483004,SCTID,0000004
C26691,NCIT,0000004
10493,DOID,0000004
255.4,ICD9,0000004
0006722,GARD,0000004
386584007,SCTID,0000004
0000011,DC,0000004
C0405580,UMLS,0000004
0000016,DC,0000005
203655,OMIMPS,0000005
0000017,DC,0000006
0000046,DC,0000007
C0005818,UMLS,0000009
2218,DOID,0000009
231200,OMIMPS,0000009
0000057,DC,0000009
0000080,DC,0000011
0000083,DC,0000012
0000090,DC,0000014
279.8,ICD9,0000015
0000094,DC,0000015
0009526,GARD,0000015
363009005,SCTID,0000015
C1285186,UMLS,0000015
0000128,DC,0000019
0000131,DC,0000021
C118172,NCIT,0000022
193874,COHD,0000022
C0270327,UMLS,0000022
D053206,MESH,0000022
0000133,DC,0000022
0000134,DC,0000023
615438,OMIMPS,0000023
CN228161,UMLS,0000023
464724,Orphanet,0000023
0000154,DC,0000030
600513,OMIMPS,0000030
121210,OMIMPS,0000032
0111297,DOID,0000032
0000159,DC,0000032
0000192,DC,0000038
0000203,DC,0000041
0000212,DC,0000043
10060873,MedDRA,0000044
437,Orphanet,0000044
E83.3,ICD10,0000044
C3536983,UMLS,0000044
0006735,GARD,0000044
193100,OMIMPS,0000044
0000215,DC,0000044
C2363065,UMLS,0000044
275200,OMIMPS,0000045
0000217,DC,0000045
0000219,DC,0000046
610799,OMIMPS,0000049
0000227,DC,0000049
CN228622,UMLS,0000049
E23.0,ICD10,0000050
0060870,DOID,0000050
2109003,SCTID,0000050
0000229,DC,0000050
0012556,GARD,0000050
631,Orphanet,0000050
262400,OMIMPS,0000050
C0271561,UMLS,0000050
10035083,MedDRA,0000050
0000234,DC,0000051
0000271,DC,0000058
0000276,DC,0000060
CN239360,UMLS,0000060
0080637,DOID,0000062
0000278,DC,0000062
251600,OMIMPS,0000062
0000279,DC,0000063
0003570,HP,0000063
0000281,DC,0000065
603933,OMIMPS,0000065
CN357508,UMLS,0000065
0000283,DC,0000066
0000298,DC,0000070
0000305,DC,0000071
0000322,DC,0000075
0000331,DC,0000078
C0687154,UMLS,0000078
205260006,SCTID,0000078
0080655,DOID,0000079
612286,OMIMPS,0000079
0000341,DC,0000079
0000342,DC,0000080
0000345,DC,0000081
237113009,SCTID,0000082
D056887,MESH,0000082
0004710,EFO,0000082
C0877015,UMLS,0000082
0000354,DC,0000082
0000358,DC,0000085
0000363,DC,0000087
D065706,MESH,0000087
4945003,SCTID,0000087
C116936,NCIT,0000087
0012271,GARD,0000087
Q04.3,ICD10,0000087
35981,Orphanet,0000087
C0266464,UMLS,0000087
0000826,HP,0000088
C79704,NCIT,0000088
C0034013,UMLS,0000088
0007446,GARD,0000088
259.1,ICD9,0000088
95708,Orphanet,0000088
0000367,DC,0000088
D011629,MESH,0000088
4267558,COHD,0000088
400179000,SCTID,0000088
E30.1,ICD10,0000088
10044701,MedDRA,0000088
10058084,MedDRA,0000088
E22.8,ICD10,0000088
0000373,DC,0000090
157640,OMIMPS,0000090
CN239267,UMLS,0000090
0000398,DC,0000093
0004444,HP,0000094
0000412,DC,0000094
0000416,DC,0000095
0000426,DC,0000096
C567144,MESH,0000104
C2673913,UMLS,0000104
0000469,DC,0000104
206100,OMIMPS,0000104
0000470,DC,0000105
0000472,DC,0000106
702443003,SCTID,0000107
602483,OMIMPS,0000107
Q75.8,ICD10,0000107
C538270,MESH,0000107
C1865295,UMLS,0000107
137888,Orphanet,0000107
0009798,GARD,0000107
CN160484,UMLS,0000107
0000475,DC,0000107
0000476,DC,0000108
C3280646,UMLS,0000108
0000478,DC,0000109
Q30.2,ICD10,0000110
0000884,GARD,0000110
CN227089,UMLS,0000110
0000479,DC,0000110
C535441,MESH,0000110
2695,Orphanet,0000110
0000486,DC,0000111
0000490,DC,0000113
0000491,DC,0000114
D001139,MESH,0000115
C0003803,UMLS,0000115
253184003,SCTID,0000115
0000492,DC,0000115
C84570,NCIT,0000115
0000498,DC,0000116
0000504,DC,0000118
179850,OMIMPS,0000118
0000506,DC,0000119
0000516,DC,0000122
Q87.1,ICD10,0000127
0000524,DC,0000127
0002449,GARD,0000127
28557005,SCTID,0000127
2623,Orphanet,0000127
0111724,DOID,0000127
759.89,ICD9,0000127
231050,OMIMPS,0000127
10063361,MedDRA,0000127
0000525,DC,0000128
128207002,SCTID,0000128
349.89,ICD9,0000128
256850,OMIMPS,0000128
C84728,NCIT,0000128
C1850386,UMLS,0000128
D056768,MESH,0000128
C0268594,UMLS,0000129
0003530,HP,0000129
0003150,HP,0000129
270.8,ICD9,0000129
0000526,DC,0000129
28987007,SCTID,0000129
0000541,DC,0000132
C537362,MESH,0000133
234633000,SCTID,0000133
D84.8,ICD10,0000133
242860,OMIMPS,0000133
CN201349,UMLS,0000133
2268,Orphanet,0000133
0000544,DC,0000133
0090007,DOID,0000133
0002945,GARD,0000133
0000550,DC,0000136
757.39,ICD9,0000136
Q82.8,ICD10,0000136
238626006,SCTID,0000136
0006829,GARD,0000136
2340,Orphanet,0000136
604004,OMIMPS,0000137
0000556,DC,0000137
0000558,DC,0000138
0005871,HP,0000138
28681006,SCTID,0000138
C536987,MESH,0000141
C1850343,UMLS,0000141
0003007,GARD,0000141
700056005,SCTID,0000141
1052,Orphanet,0000141
Q99.8,ICD10,0000141
257300,OMIMPS,0000141
758.89,ICD9,0000141
0000564,DC,0000141
C128192,NCIT,0000141
C2931286,UMLS,0000141
0000565,DC,0000142
0000566,DC,0000143
0000580,DC,0000144
0000581,DC,0000145
C0334108,UMLS,0000147
0000587,DC,0000147
C4089,NCIT,0000147
CN262497,UMLS,0000148
0000590,DC,0000148
614742,OMIMPS,0000148
0000599,DC,0000151
253975004,SCTID,0000151
0000600,DC,0000152
249270,OMIMPS,0000152
Q20.3,ICD10,0000153
C0040761,UMLS,0000153
D014188,MESH,0000153
216675,Orphanet,0000153
0000602,DC,0000153
C84742,NCIT,0000153
Q20.5,ICD10,0000153
0000605,DC,0000155
0000606,DC,0000156
28740008,SCTID,0000156
0000616,DC,0000157
D006618,MESH,0000158
52781008,SCTID,0000158
0000618,DC,0000158
C1840555,UMLS,0000158
142700,OMIMPS,0000158
1000648,EFO,0000158
755.63,ICD9,0000158
C536572,MESH,0000159
C2931245,UMLS,0000159
0000621,DC,0000159
614675,OMIMPS,0000159
0111689,DOID,0000160
601068,OMIMPS,0000160
0000624,DC,0000160
C1621895,UMLS,0000161
0000631,DC,0000161
0000634,DC,0000162
CN236791,UMLS,0000166
610551,OMIMPS,0000166
0000646,DC,0000166
0000649,DC,0000167
156850,OMIMPS,0000169
0000657,DC,0000169
C537463,MESH,0000170
0000658,DC,0000170
Q11.2,ICD10,0000170
98938,Orphanet,0000170
C2931501,UMLS,0000170
300345,OMIMPS,0000170
CN228419,UMLS,0000170
0003644,GARD,0000170
236670,OMIMPS,0000171
C0265221,UMLS,0000171
899,Orphanet,0000171
C99109,NCIT,0000171
0002599,GARD,0000171
Q04.3,ICD10,0000171
0050560,DOID,0000171
D058494,MESH,0000171
111504002,SCTID,0000171
CN239483,UMLS,0000171
0000659,DC,0000171
0000660,DC,0000172
613155,OMIMPS,0000172
CN228400,UMLS,0000172
0000661,DC,0000173
CN262500,UMLS,0000173
609308,OMIMPS,0000173
0000671,DC,0000178
0000672,DC,0000179
256520,OMIMPS,0000179
C14089,NCIT,0000179
77817004,SCTID,0000179
Q87.8,ICD10,0000179
759.89,ICD9,0000179
2671,Orphanet,0000179
C0265218,UMLS,0000179
C536405,MESH,0000179
0000102,GARD,0000179
251270,OMIMPS,0000181
0000676,DC,0000181
0000677,DC,0000182
610542,OMIMPS,0000182
CN228621,UMLS,0000182
0000690,DC,0000188
606777,OMIMPS,0000188
437894,COHD,0000190
71908006,SCTID,0000190
D014693,MESH,0000190
427.41,ICD9,0000190
0004287,EFO,0000190
C50799,NCIT,0000190
0000692,DC,0000190
0001663,HP,0000190
C0042510,UMLS,0000190
615895,OMIMPS,0000192
CN228160,UMLS,0000192
0000696,DC,0000192
277.6,ICD9,0000193
0090139,DOID,0000193
0009882,GARD,0000193
124138004,SCTID,0000193
E25.8,ICD10,0000193
C536447,MESH,0000193
168588,Orphanet,0000193
CN200166,UMLS,0000193
604931,OMIMPS,0000193
C1291245,UMLS,0000193
0000697,DC,0000193
0000702,DC,0000196
C536725,MESH,0000200
C0796013,UMLS,0000200
0000708,DC,0000200
Q87.8,ICD10,0000200
3473,Orphanet,0000200
759.89,ICD9,0000200
699447001,SCTID,0000200
0000385,GARD,0000200
135500,OMIMPS,0000200
156610,OMIMPS,0000204
0000715,DC,0000204
0000719,DC,0000208
616033,OMIM,0000208
C4014997,UMLS,0000208
0000720,DC,0000209
616866,OMIMPS,0000209
CN238807,UMLS,0000209
486811,Orphanet,0000209
0000721,DC,0000210
610460,OMIMPS,0000210
C563783,MESH,0000211
609161,OMIMPS,0000211
0000722,DC,0000211
228169,Orphanet,0000211
C1836694,UMLS,0000211
276645004,SCTID,0000212
143880,OMIMPS,0000212
0000724,DC,0000212
C562999,MESH,0000212
CN238808,UMLS,0000213
0000725,DC,0000213
615952,OMIMPS,0000213
768553002,SCTID,0000214
613280,OMIMPS,0000214
0080535,DOID,0000214
0000727,DC,0000214
0000730,DC,0000216
616814,OMIMPS,0000218
CN282827,UMLS,0000218
0000733,DC,0000218
C0153194,UMLS,0000222
0050004,DOID,0000222
65049003,SCTID,0000222
0050013,DOID,0000224
0000072,GARD,0000225
C1282983,UMLS,0000225
082.41,ICD9,0000225
0050026,DOID,0000225
359747000,SCTID,0000225
E83,ICD10,0000226
45744005,SCTID,0000226
275.9,ICD9,0000226
275.8,ICD9,0000226
C1320317,UMLS,0000227
0050035,DOID,0000227
415561000,SCTID,0000227
0050042,DOID,0000229
101335,Orphanet,0000229
0050043,DOID,0000230
472822008,SCTID,0000231
C3532354,UMLS,0000231
0050046,DOID,0000231
C4505102,UMLS,0000232
0050047,DOID,0000232
C2108396,UMLS,0000233
D000073605,MESH,0000233
0050050,DOID,0000233
0050051,DOID,0000234
0050059,DOID,0000236
D004887,MESH,0000237
C1276801,UMLS,0000237
A26,ICD10,0000237
0050061,DOID,0000237
400105005,SCTID,0000237
186287003,SCTID,0000238
C0275757,UMLS,0000238
0050068,DOID,0000238
020.8,ICD9,0000238
546803,MEDGEN,0000238
C0259737,UMLS,0000239
117.9,ICD9,0000239
0050072,DOID,0000239
23892008,SCTID,0000239
537148,MEDGEN,0000239
0050073,DOID,0000240
C0238013,UMLS,0000240
721798004,SCTID,0000240
C536166,MESH,0000241
C0268095,UMLS,0000241
269.3,ICD9,0000241
0008761,GARD,0000241
46939000,SCTID,0000241
0050083,DOID,0000241
0050096,DOID,0000242
C2349994,UMLS,0000242
399329002,SCTID,0000242
0050097,DOID,0000243
0050105,DOID,0000244
C0040255,UMLS,0000245
B35.5,ICD10,0000245
240699006,SCTID,0000245
0050116,DOID,0000245
409671005,SCTID,0000248
0050125,DOID,0000248
D019595,MESH,0000248
C0376300,UMLS,0000248
15699003,SCTID,0000249
0050129,DOID,0000249
0005208,HP,0000249
C0267557,UMLS,0000249
C0267556,UMLS,0000250
0050130,DOID,0000250
540779,MEDGEN,0000250
2946003,SCTID,0000250
95544006,SCTID,0000252
0050132,DOID,0000252
D010854,MESH,0000253
C0031898,UMLS,0000253
402135006,SCTID,0000253
14560005,SCTID,0000254
0050134,DOID,0000254
0050135,DOID,0000255
117.9,ICD9,0000256
399314004,SCTID,0000256
C0553576,UMLS,0000256
0050136,DOID,0000256
C0740441,UMLS,0000257
409966000,SCTID,0000257
0050140,DOID,0000257
0050143,DOID,0000259
439851,COHD,0000261
J35.02,ICD10,0000261
C0001427,UMLS,0000261
C0396023,UMLS,0000261
0050145,DOID,0000261
70020005,SCTID,0000261
195794009,SCTID,0000261
474.01,ICD9,0000261
232420002,SCTID,0000261
0050147,DOID,0000262
D059249,MESH,0000262
111.8,ICD9,0000262
C0029895,UMLS,0000262
53316003,SCTID,0000262
C0023076,UMLS,0000263
C0155811,UMLS,0000263
155508005,SCTID,0000263
J04,ICD10,0000263
464,ICD9,0000263
155505008,SCTID,0000263
195679003,SCTID,0000263
195703007,SCTID,0000263
476.1,ICD9,0000263
55130001,SCTID,0000263
195694004,SCTID,0000263
0050148,DOID,0000263
195697006,SCTID,0000263
C0155837,UMLS,0000263
83271005,SCTID,0000263
276443001,SCTID,0000263
J04.2,ICD10,0000263
64375000,SCTID,0000263
J37.1,ICD10,0000263
464.2,ICD9,0000263
J69.0,ICD10,0000265
422588002,SCTID,0000265
47839005,SCTID,0000265
D011015,MESH,0000265
C0032290,UMLS,0000265
0050152,DOID,0000265
C0085740,UMLS,0000265
0011951,HP,0000265
C2350529,UMLS,0000266
0050153,DOID,0000266
D055732,MESH,0000266
C0029581,UMLS,0000270
195823002,SCTID,0000270
478.1,ICD9,0000270
478.19,ICD9,0000270
0050161,DOID,0000270
C1290325,UMLS,0000270
128272009,SCTID,0000270
266346007,SCTID,0000270
49558004,SCTID,0000271
186243007,SCTID,0000271
C0275933,UMLS,0000271
0050166,DOID,0000271
A18.17,ICD10,0000271
016.6,ICD9,0000271
016.60,ICD9,0000271
186242002,SCTID,0000271
C0152828,UMLS,0000271
0050174,DOID,0000273
0050177,DOID,0000275
C0032858,UMLS,0000276
063.8,ICD9,0000276
0050179,DOID,0000276
416707008,SCTID,0000276
C1563215,UMLS,0000276
0050199,DOID,0000282
0050200,DOID,0000283
C0242993,UMLS,0000284
0050201,DOID,0000284
0050204,DOID,0000286
302919001,SCTID,0000286
C0554114,UMLS,0000286
0050218,DOID,0000288
C4303098,UMLS,0000290
0009554,GARD,0000290
0050242,DOID,0000290
C0300934,UMLS,0000290
721816008,SCTID,0000290
C535275,MESH,0000290
230187000,SCTID,0000291
C0338428,UMLS,0000291
323.2,ICD9,0000291
0012651,GARD,0000291
0050246,DOID,0000291
0050250,DOID,0000292
24360007,SCTID,0000293
C0009225,UMLS,0000293
0050251,DOID,0000293
123.8,ICD9,0000293
C0277108,UMLS,0000294
85750001,SCTID,0000294
C0277110,UMLS,0000294
0050253,DOID,0000294
0050254,DOID,0000295
C0277331,UMLS,0000295
105713003,SCTID,0000295
C128397,NCIT,0000297
C0162626,UMLS,0000297
C0277150,UMLS,0000297
0050259,DOID,0000297
40410004,SCTID,0000298
0050260,DOID,0000298
C0012482,UMLS,0000298
128.8,ICD9,0000299
C0344058,UMLS,0000299
46477004,SCTID,0000299
0050261,DOID,0000299
0050268,DOID,0000301
48216006,SCTID,0000301
C0027034,UMLS,0000301
575966,MEDGEN,0000302
C0343965,UMLS,0000302
4921002,SCTID,0000302
0050278,DOID,0000302
111.8,ICD9,0000303
240783007,SCTID,0000303
C0276712,UMLS,0000303
0050279,DOID,0000303
C1274008,UMLS,0000304
713315007,SCTID,0000304
372936000,SCTID,0000304
0050288,DOID,0000304
240761008,SCTID,0000306
C0343939,UMLS,0000306
0050290,DOID,0000306
D060586,MESH,0000306
0050291,DOID,0000307
0050292,DOID,0000308
367.32,ICD9,0000309
1001266,EFO,0000309
16059006,SCTID,0000309
D000839,MESH,0000309
H52.32,ICD10,0000309
0050304,DOID,0000309
0050308,DOID,0000310
C37977,NCIT,0000313
0002148,HP,0000313
D017674,MESH,0000313
0050336,DOID,0000313
C0085682,UMLS,0000313
4996001,SCTID,0000313
0050338,DOID,0000314
0050339,DOID,0000315
0050340,DOID,0000316
C0275974,UMLS,0000320
21857006,SCTID,0000320
0050382,DOID,0000320
398554008,SCTID,0000321
C0473876,UMLS,0000321
0050383,DOID,0000321
A31.1,ICD10,0000327
1001281,EFO,0000327
0050456,DOID,0000327
D054312,MESH,0000327
C84604,NCIT,0000327
15845006,SCTID,0000327
C0085568,UMLS,0000327
186343005,SCTID,0000327
0050459,DOID,0000328
20165001,SCTID,0000328
0002905,HP,0000328
D054559,MESH,0000328
C0085681,UMLS,0000328
0050481,DOID,0000330
10028282,MedDRA,0000330
D014437,MESH,0000330
A75.2,ICD10,0000330
CN206047,UMLS,0000330
83315,Orphanet,0000330
C84688,NCIT,0000330
0050484,DOID,0000331
0050485,DOID,0000332
21013006,SCTID,0000332
0000120,GARD,0000332
C537582,MESH,0000332
C0520779,UMLS,0000332
088.89,ICD9,0000332
C0275859,UMLS,0000333
4359001,SCTID,0000333
0050488,DOID,0000333
436632,COHD,0000333
090.2,ICD9,0000333
C0342208,UMLS,0000334
138800,OMIMPS,0000334
C131438,NCIT,0000334
237570007,SCTID,0000334
0050489,DOID,0000334
0050490,DOID,0000335
0050491,DOID,0000336
057.8,ICD9,0000337
54385001,SCTID,0000337
402902002,SCTID,0000337
B08.20,ICD10,0000337
240559001,SCTID,0000337
058.1,ICD9,0000337
0050495,DOID,0000337
154344005,SCTID,0000337
B08.2,ICD10,0000337
C128420,NCIT,0000337
266193008,SCTID,0000337
C0015231,UMLS,0000337
C0595993,UMLS,0000337
135745,COHD,0000337
266192003,SCTID,0000337
058.10,ICD9,0000337
1001320,EFO,0000337
D005077,MESH,0000337
154343004,SCTID,0000337
47452006,SCTID,0000338
134563,COHD,0000338
0050508,DOID,0000338
154344005,SCTID,0000338
050.0,ICD9,0000338
C1812609,UMLS,0000338
266193008,SCTID,0000338
0050513,DOID,0000339
0050514,DOID,0000340
0050515,DOID,0000341
85579005,SCTID,0000342
547234,MEDGEN,0000342
0050516,DOID,0000342
C0276286,UMLS,0000342
A92.1,ICD10,0000342
0050517,DOID,0000343
602001,SCTID,0000344
C0035865,UMLS,0000344
0050518,DOID,0000344
C0276386,UMLS,0000345
72880002,SCTID,0000345
0050521,DOID,0000345
547314,MEDGEN,0000345
0050522,DOID,0000346
0050537,DOID,0000348
0003235,HP,0000351
C4048705,UMLS,0000351
43123004,SCTID,0000351
0050544,DOID,0000351
C0410179,UMLS,0000355
G71.2,ICD10,0000355
0050558,DOID,0000355
75840,Orphanet,0000355
240062007,SCTID,0000355
C123438,NCIT,0000355
0004769,GARD,0000355
C537521,MESH,0000355
254090,OMIMPS,0000355
CN221583,UMLS,0000358
449790007,SCTID,0000358
119530,OMIMPS,0000358
0050567,DOID,0000358
C125598,NCIT,0000359
CN201467,UMLS,0000359
0010726,GARD,0000359
0012174,GARD,0000359
277300,OMIMPS,0000359
C537565,MESH,0000359
0050568,DOID,0000359
0006798,GARD,0000359
0050584,DOID,0000363
415176004,SCTID,0000365
C1533041,UMLS,0000365
0008007,HP,0000365
C3888011,UMLS,0000365
C150251,NCIT,0000365
0050593,DOID,0000365
0050596,DOID,0000367
C85180,NCIT,0000367
C0152073,UMLS,0000367
B68.1,ICD10,0000367
1001433,EFO,0000367
B68,ICD10,0000367
D013622,MESH,0000367
C0039254,UMLS,0000367
69163003,SCTID,0000367
123.2,ICD9,0000367
C0679362,UMLS,0000368
0050598,DOID,0000368
423997002,SCTID,0000368
0050599,DOID,0000369
447330002,SCTID,0000369
C0740652,UMLS,0000369
014.80,ICD9,0000369
92660005,SCTID,0000371
C4587,NCIT,0000371
0050610,DOID,0000371
C0347073,UMLS,0000371
C4942,NCIT,0000372
92681005,SCTID,0000372
0050611,DOID,0000372
C0347098,UMLS,0000372
0050612,DOID,0000373
0050613,DOID,0000374
C2939445,UMLS,0000375
0050614,DOID,0000375
92557009,SCTID,0000375
165.9,ICD9,0000376
165.8,ICD9,0000376
449096009,SCTID,0000376
0050615,DOID,0000376
C3164456,UMLS,0000376
0050616,DOID,0000377
C0334410,UMLS,0000377
77870005,SCTID,0000377
8650/3,ICDO,0000377
C4213,NCIT,0000377
8630/3,ICDO,0000378
C67006,NCIT,0000378
C0334406,UMLS,0000378
8640/3,ICDO,0000378
0050617,DOID,0000378
0050618,DOID,0000379
C6017,NCIT,0000380
C6014,NCIT,0000380
D010255,MESH,0000380
C1335340,UMLS,0000380
C0854995,UMLS,0000380
C1335336,UMLS,0000380
0050619,DOID,0000380
0050620,DOID,0000381
C0497556,UMLS,0000382
0050621,DOID,0000382
255166003,SCTID,0000382
0050622,DOID,0000383
C1332536,UMLS,0000383
C7617,NCIT,0000383
201824,COHD,0000384
91992005,SCTID,0000384
0050623,DOID,0000384
C0154017,UMLS,0000384
223.3,ICD9,0000384
C3618,NCIT,0000384
C4787,NCIT,0000385
C0497538,UMLS,0000385
0050624,DOID,0000385
C2987127,UMLS,0000386
0050626,DOID,0000386
GINET,ONCOTREE,0000386
C95404,NCIT,0000386
C0271901,UMLS,0000387
44666001,SCTID,0000387
0004840,HP,0000387
C536357,MESH,0000387
0050642,DOID,0000387
108720,OMIMPS,0000389
0050648,DOID,0000389
43814000,SCTID,0000389
CN163181,UMLS,0000389
C0339510,UMLS,0000390
C118788,NCIT,0000390
H35.5,ICD10,0000390
90036004,SCTID,0000390
153840,OMIMPS,0000390
D057826,MESH,0000390
0050661,DOID,0000390
0050666,DOID,0000393
C3661483,UMLS,0000393
C3146244,UMLS,0000395
0050668,DOID,0000395
C92727,NCIT,0000395
C0338596,UMLS,0000396
344.89,ICD9,0000396
C116903,NCIT,0000396
230773005,SCTID,0000396
0050669,DOID,0000396
343.8,ICD9,0000397
0050670,DOID,0000397
278512001,SCTID,0000397
C97168,NCIT,0000397
C0394005,UMLS,0000397
702318008,SCTID,0000400
343.8,ICD9,0000400
0050673,DOID,0000400
C97177,NCIT,0000400
C0751024,UMLS,0000400
8041/3,ICDO,0000402
5958006,SCTID,0000402
C3915,NCIT,0000402
189557009,SCTID,0000402
8042/3,ICDO,0000402
C4099,NCIT,0000402
11010461000119101,SCTID,0000402
0050685,DOID,0000402
D018288,MESH,0000402
C0334239,UMLS,0000402
0008524,EFO,0000402
363352004,SCTID,0000405
C0153445,UMLS,0000405
154.2,ICD9,0000405
0050688,DOID,0000405
0050695,DOID,0000407
0050696,DOID,0000408
CN200663,UMLS,0000408
C2985290,UMLS,0000408
C92780,NCIT,0000408
609437000,SCTID,0000408
0050697,DOID,0000409
11612004,SCTID,0000409
C0008495,UMLS,0000409
C26720,NCIT,0000409
D002821,MESH,0000409
658.80,ICD9,0000410
396343006,SCTID,0000410
C1275592,UMLS,0000410
C97077,NCIT,0000410
0050698,DOID,0000410
0050701,DOID,0000411
0050702,DOID,0000412
0050703,DOID,0000413
0050704,DOID,0000414
0050705,DOID,0000415
0050708,DOID,0000417
0050721,DOID,0000421
0050731,DOID,0000424
0000734,EFO,0000424
C85865,NCIT,0000425
D040181,MESH,0000425
C2828000,UMLS,0000425
C1138434,UMLS,0000425
799.89,ICD9,0000425
0050735,DOID,0000425
128430005,SCTID,0000425
11164009,SCTID,0000426
C0265385,UMLS,0000426
758.5,ICD9,0000426
0050736,DOID,0000426
D050174,MESH,0000428
0050738,DOID,0000428
C1563751,UMLS,0000428
1899006,SCTID,0000429
C0265384,UMLS,0000429
0050739,DOID,0000429
758.5,ICD9,0000429
0007368,GARD,0000430
109977009,SCTID,0000430
0050749,DOID,0000430
0050743,DOID,0000430
434881,COHD,0000430
D016411,MESH,0000430
C3468,NCIT,0000430
C84.4,ICD10,0000430
9702/3,ICDO,0000430
9671/3,ICDO,0000432
267503004,SCTID,0000432
C0334633,UMLS,0000432
LPL,ONCOTREE,0000432
C88.0,ICD10,0000432
154750002,SCTID,0000432
190818004,SCTID,0000432
273.3,ICD9,0000432
C115212,NCIT,0000432
109981009,SCTID,0000432
C3212,NCIT,0000432
190014001,SCTID,0000432
9761/3,ICDO,0000432
190821002,SCTID,0000432
35562000,SCTID,0000432
0050747,DOID,0000432
C2936755,UMLS,0000432
0050753,DOID,0000437
102002,Orphanet,0000437
334.3,ICD9,0000437
435242,COHD,0000437
C0087012,UMLS,0000437
0012060,GARD,0000437
D002524,MESH,0000437
C82341,NCIT,0000437
85102008,SCTID,0000437
0050758,DOID,0000440
59455009,SCTID,0000440
0050767,DOID,0000446
C82833,NCIT,0000447
C0158683,UMLS,0000447
751.62,ICD9,0000447
0006557,HP,0000447
0050770,DOID,0000447
0009457,GARD,0000447
174050,OMIMPS,0000447
72925005,SCTID,0000447
239.7,ICD9,0000448
C0030421,UMLS,0000448
168000,OMIMPS,0000448
0050773,DOID,0000448
1000453,EFO,0000448
C3308,NCIT,0000448
PGNG,ONCOTREE,0000448
D010235,MESH,0000448
253029009,SCTID,0000448
127027008,SCTID,0000448
189743009,SCTID,0000448
8680/1,ICDO,0000448
72787006,SCTID,0000448
803009,SCTID,0000448
302833002,SCTID,0000448
0008522,EFO,0000450
0050783,DOID,0000450
425500002,SCTID,0000450
C0751965,UMLS,0000450
0050784,DOID,0000451
C0751964,UMLS,0000451
0008520,EFO,0000451
428700003,SCTID,0000451
230374002,SCTID,0000452
0050785,DOID,0000452
C0393666,UMLS,0000452
0050793,DOID,0000453
609620,OMIMPS,0000453
698272007,SCTID,0000453
I49.8,ICD10,0000453
C2348199,UMLS,0000453
51083,Orphanet,0000453
426.89,ICD9,0000453
C71060,NCIT,0000453
C580439,MESH,0000453
0011897,GARD,0000455
H35.5,ICD10,0000455
C0730290,UMLS,0000455
1871,Orphanet,0000455
362.75,ICD9,0000455
312917007,SCTID,0000455
0050795,DOID,0000455
CN227588,UMLS,0000456
E72.8,ICD10,0000456
300352,OMIMPS,0000456
79172,Orphanet,0000456
0050798,DOID,0000456
C3827253,UMLS,0000457
C111694,NCIT,0000457
0050803,DOID,0000457
0050804,DOID,0000458
C3828464,UMLS,0000458
C111692,NCIT,0000458
C111695,NCIT,0000459
C3829122,UMLS,0000459
0050805,DOID,0000459
C111693,NCIT,0000460
C3828832,UMLS,0000460
0050806,DOID,0000460
C531633,MESH,0000461
49607006,SCTID,0000461
0050810,DOID,0000461
0050815,DOID,0000462
C1290855,UMLS,0000462
118941004,SCTID,0000462
H00.H06,ICD10,0000462
236730,OMIMPS,0000463
0000104,GARD,0000463
2704,Orphanet,0000463
236533008,SCTID,0000463
C536480,MESH,0000463
0050816,DOID,0000463
N31.8,ICD10,0000463
426.10,ICD9,0000465
D054537,MESH,0000465
I44.30,ICD10,0000465
316135,COHD,0000465
233917008,SCTID,0000465
0050820,DOID,0000465
0001678,HP,0000465
195043007,SCTID,0000465
195040005,SCTID,0000465
58547007,SCTID,0000465
I44.3,ICD10,0000465
C0004245,UMLS,0000465
270492004,SCTID,0000466
426.11,ICD9,0000466
0050821,DOID,0000466
C62015,NCIT,0000466
C0085614,UMLS,0000466
314379,COHD,0000466
C111119,NCIT,0000467
426.13,ICD9,0000467
0050822,DOID,0000467
318448,COHD,0000467
C1621824,UMLS,0000467
C0264906,UMLS,0000467
195042002,SCTID,0000467
C50501,NCIT,0000468
27885002,SCTID,0000468
0050823,DOID,0000468
426.0,ICD9,0000468
C0151517,UMLS,0000468
0050824,DOID,0000469
123596001,SCTID,0000470
C0854140,UMLS,0000470
0050825,DOID,0000470
I07,ICD10,0000471
20721001,SCTID,0000471
I07.9,ICD10,0000471
266282000,SCTID,0000471
397.0,ICD9,0000471
0050826,DOID,0000471
155289000,SCTID,0000471
C78649,NCIT,0000471
49699002,SCTID,0000471
C0264882,UMLS,0000471
194745002,SCTID,0000471
C0264776,UMLS,0000471
C0852949,UMLS,0000473
0050828,DOID,0000473
359557001,SCTID,0000473
447.8,ICD9,0000473
C35317,NCIT,0000473
447.9,ICD9,0000473
C0265122,UMLS,0000474
423.9,ICD9,0000474
55855009,SCTID,0000474
0050829,DOID,0000474
423.8,ICD9,0000474
192862004,SCTID,0000476
G24.1,ICD10,0000476
192858005,SCTID,0000476
